"","Name.ID","Name.Alias.es.","Vent.Sites","Activity","Maximum.Temperature","Max.Temperature.Category","Latitude","Longitude","Ocean","Region","National.Jurisdiction","Maximum.or.Single.Reported.Depth","Minimum.Depth","Tectonic.setting","Full.Spreading.Rate..mm.a.","Notes.on.Vent.Field.Description","Notes.Relevant.to.Biology","Year.and.How.Discovered..if.active..visual.confirmation.is.listed.first.","Discovery.References..text.","Other.References..text."
"649","SEIR-WXC22","","","active, inferred",NA,"",-50.25,132.1,"Indian","SEIR","high seas",2950,NA,"mid-ocean ridge",70.5,"Boulart et al., 2017: see Figure 1 ""hydrothermal plumes (CTD and MAPR casts)"" position approximate based on Figure 1","","2015 plume only","Boulart, C., et al. (2017), Contrasted hydrothermal activity along the South-East Indian Ridge (130 E–140 E): From crustal to ultramafic circulation, Geochem. Geophys. Geosyst.,18, 2446–2458, doi:10.1002/2016GC006683.;",""
"650","SEIR-WXC25","","","active, inferred",NA,"",-50.25,131.9,"Indian","SEIR","high seas",3050,NA,"mid-ocean ridge",70.5,"Boulart et al., 2017: see Figure 1 ""hydrothermal plumes (CTD and MAPR casts)""; position approximate based on Figure 1","","2015 plume only","Boulart, C., et al. (2017), Contrasted hydrothermal activity along the South-East Indian Ridge (130 E–140 E): From crustal to ultramafic circulation, Geochem. Geophys. Geosyst.,18, 2446–2458, doi:10.1002/2016GC006683.;",""
"651","SEIR-WXC17","","","active, inferred",NA,"",-50.3,133.8,"Indian","SEIR","high seas",2780,NA,"mid-ocean ridge",70.5,"Boulart et al., 2017: see Figure 1 ""hydrothermal plumes (CTD and MAPR casts)"" position approximate based on Figure 1","","2015 plume only","Boulart, C., et al. (2017), Contrasted hydrothermal activity along the South-East Indian Ridge (130 E–140 E): From crustal to ultramafic circulation, Geochem. Geophys. Geosyst.,18, 2446–2458, doi:10.1002/2016GC006683.;",""
"652","SEIR-WXC27","","","active, inferred",NA,"",-50.4,134.3,"Indian","SEIR","high seas",2760,NA,"mid-ocean ridge",70.5,"Boulart et al., 2017: see Figure 1 ""hydrothermal plumes (CTD and MAPR casts)"" position approximate based on Figure 1","","2015 plume only","Boulart, C., et al. (2017), Contrasted hydrothermal activity along the South-East Indian Ridge (130 E–140 E): From crustal to ultramafic circulation, Geochem. Geophys. Geosyst.,18, 2446–2458, doi:10.1002/2016GC006683.;",""
"653","AAR KR2","","","active, inferred",NA,"",-60,152.5,"Southern","SEIR","high seas",3200,NA,"mid-ocean ridge",66.1,"Korea SEIR (Australian-Antarctic Ridge) 160 E and 152.5 E (Feb-Mar 2011) found signals of venting with MAPRs (Korea national report in 2011 InterRidge News); Park et al. (2012): ""The first- order segment KR2 can be divided into two segments - an axial high western segment, and a rift valley eastern segment. Hydrothermal vent signals were mainly found in the western part of the segment.""; Baker et al. (2014): ""profiles collected by Miniature Autonomous Plume Recorders (MAPRs) on rock corers in March and December of 2011 to survey each segment, and an intensive CTD survey in Jan/Feb 2013 to pinpoint sites and sample plumes on KR1. Optical and oxidation-reduction potential (ORP, aka Eh) anomalies indicate multiple active sites on both segments. Seven profiles on KR2 found 3 sites, each separated by ~25 km.""","","2011 plume only","Park, S.H. (2011) Korea national report in InterRidge News: http://www.interridge.org/files/interridge/InterRidge%20News%20-%202011-sm.pdf, Park. S. H. et al. (2012) Geochemistry of lavas from the Australian-Antarctic Ridge, easternmost Southeast Indian Ridge, AGU Fall meeing, V11D-2807 Poster, Baker et al. (2014) Abundant Hydrothermal Venting in the Southern Ocean Near 62°S/159°E on the Australian-Antarctic Ridge. American Geophysical Union, Fall Meeting 2014, abstract #OS53C-1057.",""
"654","AAR KR1, Mujin","Misty Harbor","","active, inferred",NA,"",-62.1,158.8,"Southern","SEIR","high seas",2100,NA,"mid-ocean ridge",65.1,"Korea SEIR (Australian-Antarctic Ridge) 160 E and 152.5 E (Feb-Mar 2011) found signals of venting with MAPRs (Korea national report in 2011 InterRidge News); Park et al.(2012): ""Plume signals indicating hydrothermal vents were found in the middle of KR1 where the most enriched basalts occur and the magma supply appears robust.""; Korea national report in 2013 InterRidge News: "" Using CTD Tow-yo, we confined the vent site (“Araon vent field”) within 2 km circle""; Baker et al. (2014): ""Miniature Autonomous Plume Recorders (MAPRs) on rock corers in March and December of 2011 to survey each segment, and an intensive CTD survey in Jan/Feb 2013 to pinpoint sites and sample plumes on KR1""; ""Forty profiles on KR1 identified 13 sites, some within a few km of each other. The densest site concentration on KR1 occurred along a relatively inflated, 90-km-long section near the segment center. CTD tows covered 20 km of the eastern, most inflated portion of this area, finding two 6-km-long zones centered near 158.6°E and 158.8°E with multiple plume anomalies. Three ORP anomalies within 50 m of the seafloor indicate precise venting locations. We call this area the Mujin ""Misty Harbor"" vent field.""","Won et al. (2014): ""the first discovery of a new deep-sea hydrothermal vent field and a new anomuran species from the Australia-Antarctic Ridge (AAR), the highest latitude (62°S; 158°E) explored in the Southern Ocean up to date. At this site, a new anomuran species which belongs to the genus Kiwa known as 'yeti crabs' was found""","2011 plume and biological samples","Park, S.H. (2011) Korea national report in InterRidge News: http://www.interridge.org/files/interridge/InterRidge%20News%20-%202011-sm.pdf, Park. S.H. et. al. (2012) Geochemistry of lavas from the Australian-Antarctic Ridge, easternmost Southeast Indian Ridge, AGU Fall meeting,   V11D-2807 Poster, Baker et al. (2014) Abundant Hydrothermal Venting in the Southern Ocean Near 62°S/159°E on the Australian-Antarctic Ridge. American Geophysical Union, Fall Meeting 2014, abstract #OS53C-1057., Won et al. (2014) A New Species of the Genus Kiwa (Decapoda: Anomura) from the Hydrothermal Vent of the Australia-Antarctic Ridge. American Geophysical Union, Fall Meeting 2014, abstract #OS51E-08.",""
"655","Kana Keoki seamount","","","active, inferred",NA,"",-8.75,157.03,"S. Pacific","Solomons Arc","Solomon Islands",650,NA,"arc volcano",NA,"on Ghizo Ridge, which is putative extinct spreading segment; this location does not correspond with an OSR (oceanic spreading ridge) segment in Bird (2003); re-classified to arc volcano based on Chadwick et al. (2009): ""Although Simbo and Ghizo Ridges are part of the Woodlark Basin in a geographic and tectonic sense, very few of the samples recovered there have N-MORB chemical and petrographic characteristics, and most reveal a strong influence of an arc component.""","although 2000 cruise FR04/00 report (http://www.marine.csiro.au/nationalfacility/franklin/plans/2001/fr04_00s.html) says ""a site on the western flank in an area described by the [Metal Mining Agency Japan]/SOPAC cruise as a hydrothermal vent community"" - the SOPAC report online (http://www.sopac.org/data/virlib/TR/TR0209.pdf) does not mention hydrothermal vent community","1993 observations did not confirm activity","Hosoi (1994) EXECUTIVE SUMMARY OCEAN RESOURCES INVESTIGATION IN THE SEA AREA OF SOPAC REPORT ON THE JOINT BASIC STUDY FOR THE DEVELOPMENT OF RESOURCES VOLUME 4, PHASE II: SEA AREA OF SOLOMON ISLANDS AND PAPUA NEW GUINEA. SOPAC Technical Report 209 (http://www.sopac.org/data/virlib/TR/TR0209.pdf)","Chadwick, J. et al. (2009) Arc lavas on both sides of a trench: Slab window effects at the Solomon Islands triple junction, SW Pacific. Earth and Planetary Science Letters 279: 293-302."
"656","Kavachi submarine volcano","","","active, inferred",NA,"",-8.9833,157.9667,"S. Pacific","Solomons Arc","Solomon Islands",500,200,"arc volcano",NA,"New Georgia Group, Solomons; volcanically active, frequent submarine and subaerial eruptions; McConachy (2002): ""witness spectacular Surtseyan eruptions of molten lava from a shallow summit just below sea level in May 2000""; Baker et al. (2002): ""Only 2 of 22 water samples (at 14 and 237 m depth) showed evidence of hydrothermal and magmatic enrichment. These samples were elevated in δ3He, Fe, and Mn (one sample only), but not in CO2. We infer that the volcano flanks were essentially impermeable to fluid emissions and that the observed particle halo was created by magma shattering and resuspension.""; SOLAVENTS 2002 cruise report states that methane indicates hydrothermal sources on flanks; may have been confirmed hydrothermally active in 2015 (Phillips et al. 2015)","Phillips et al. (2015): ""Populations of gelatinous animals, small fish, and sharks were observed inside the active crater""","2000 plume only","(plume only) Baker et al. (2002) Observations and sampling of an ongoing subsurface eruption of Kavachi volcano, Solomon Islands, May 2000, Geology, 30 (11), 975-978.","McConachy (2002) Submarine Hydrothermal Processes in Volcanic Arcs, Back Arcs and Continental Shelf Settings in the SW Pacific (http://smedg.org.au/McCJune02.pdf), SOLAVENTS 2002 cruise report (http://www.marine.csiro.au/datacentre/process/data_files/cruise_docs/fr200203sum.pdf), Phillips, B., et al. (2015) Exploring the “Sharkcano”: Biogeochemical observations of the Kavachi submarine volcano (Solomon Islands) using simple, cost-effective methods. Abstract submitted to AGU Fall Meeting 2015."
"657","San Cristobal arc, Target M","","","active, inferred",NA,"",-10.4,164.75,"S. Pacific","Solomons Arc","Solomon Islands",2000,NA,"arc volcano",NA,"depth approximate (GEBCO)","","2002 plume and dredge only","SOLAVENTS 2002 cruise report (http://www.marine.csiro.au/datacentre/process/data_files/cruise_docs/fr200203sum.pdf)",""
"658","Grover Seamount","","","active, confirmed",NA,"NotProvided",-10.4667,164.25,"S. Pacific","Solomons Arc","Solomon Islands",600,NA,"arc volcano",NA,"San Cristobal arc, Solomons; mining tenement application, but not by Nautilus Minerals","SOLAVENTS 2002 cruise report: ""abundant vent biota""","2002 towed video","SOLAVENTS 2002 cruise report (http://www.marine.csiro.au/datacentre/process/data_files/cruise_docs/fr200203sum.pdf).","McConachy (2002) Submarine Hydrothermal Processes in Volcanic Arcs, Back Arcs and Continental Shelf Settings in the SW Pacific (http://smedg.org.au/McCJune02.pdf), [McConachy et al., CSIRO Exploration and Mining Rpt Cruise report 1026F, 402 pp., 2002]."
"659","San Cristobal arc, Target N","","","active, inferred",NA,"",-10.5,164,"S. Pacific","Solomons Arc","Solomon Islands",2000,NA,"arc volcano",NA,"depth approximate (GEBCO)","","2002 dredge only","SOLAVENTS 2002 cruise report (http://www.marine.csiro.au/datacentre/process/data_files/cruise_docs/fr200203sum.pdf)",""
"660","Douglas Strait caldera, Thule Island, South Sandwich Islands","","","active, inferred",NA,"",-59.4167,-27.3333,"S. Atlantic","South Sandwich Arc","United Kingdom  :  South Georgia and the South Sandwich Islands",625,600,"arc volcano",NA,"Allen, C.S. and Smellie, J.L. (2008): ""The bathymetric image also reveals at least three cone- or mound-like structures within the caldera that may relate to renewed post-caldera volcanism (as pyroclastic cones and/or pillow mounds). Recently formed cones and faults associated with caldera rims are often associated with hydrothermal activity. However, temperature and salinity data collected within the caldera do not yet show any evidence of hydrothermal venting.""","NotProvided","2009 plume only; 2008 or earlier high resolution bathymetry only","(plume only) JR224 cruise on RRS James Clark Ross (http://www.classroomatsea.net/JR224/diary/08-02-09.html), (high resolution bathymetry) Allen, C.S. and Smellie, J.L. (2008) Volcanic features and the hydrological setting of Southern Thule, South Sandwich Islands. Antarctic Science 20:301-308, doi:10.1017/S0954102008001156.",""
"661","Kemp Caldera","McIntosh Caldera","Great Wall","active, confirmed",40,"",-59.7,-28.3166,"S. Atlantic","South Sandwich Arc","United Kingdom  :  South Georgia and the South Sandwich Islands",1420,NA,"arc volcano",NA,"Cruise report RRS James Cook Cruise JC55: ""Kemp Caldera is a submarine feature that lies to the west of Kemp seamount at the southern tip of the South Sandwich Island arc. In 2009, SHRIMP discovered the potential presence of hydrothermal activity during the JCR224 cruise. This was confirmed in 2010 when JC42 returned to the site with the ISIS ROV and discovered a number of different chemosynthetic habitats, including: white smoker vent fields, extensive areas of diffuse flow, and a whale fall to the NE of a small sub-cone in the centre of the crater"", ""fluids emanating from the Wall are only about 40°C (as sampled in 2010 on JC042)""","Cruise report RRS James Cook Cruise JC55: ""SHRIMP then crossed the main vent field on the eastern slope of the volcanic knoll, observing the same biotopes found in 2010, with little apparent change in faunal composition: clam beds in sedimented areas, anemones and limpets dominating on basalts, and an extensive sponge zone towards the periphery of the assemblage.""","2010 ROV Isis; 2009 plume only","Cruise report RRS James Cook Cruise JC55",""
"662","Adventure Caldera","","","active, confirmed",NA,"High",-59.721,-27.8571,"S. Atlantic","South Sandwich Arc","United Kingdom  :  South Georgia and the South Sandwich Islands",520,NA,"arc volcano",NA,"RRS James Cook Voyage 55 ChEsSo; http://www.hydro-international.com/news/id4532-DeepSea_Vents_Discovery.html: ""slender mineral spires three metres tall, with shimmering hot water gushing from their peaks, and gossamer-like white mats of bacteria coating their sides""","","2011 SHRIMP towed camera system; 2010 high resolution bathymetry only","Cruise blog http://www.thesearethevoyages.net/jc55/feb11.html",""
"663","SWIR, Plume 6","","","active, inferred",NA,"",-27.767,65.133,"Indian","SWIR","high seas",3200,NA,"mid-ocean ridge",9.4,"Convincing evidence of active hydrothermal circulation on an ultra-slow ridge was first discovered in 1997 at several locations between 58.2° and 65.8°E on the Southwest Indian Ridge (SWIR) during a plume survey using optical sensors ","","1997 plume only","(plume only) German et al., Nature 395, 490-493, 1998, Hydrothermal activity along the southwest Indian ridge.",""
"664","Mount Jourdanne","Mt. Jourdanne","","inactive",NA,"NotApplicable",-27.85,63.9333,"Indian","SWIR","high seas",2940,NA,"mid-ocean ridge",9.6,"Segment 11, SWIR; situated at top of an axial volcanic ridge; massive sulfides include chimneys, mounds, and clastic ores; first discovery of sulfide chimneys at ultraslow SWIR","observed no ""faunal relicts""","1998 submersible Shinkai 6500","Fujimoto et al., InterRidge News 8(1), 22-24, 1999, First submersible investigations of mid-ocean ridges in the Indian Ocean, Muench, U., Lalou, C., Halbach, P., and Fujimoto, H. (2001) Relict hydrothermal events along the super-slow Southwest Indian spreading ridge near 63°56′E—mineralogy, chemistry and chronology of sulfide samples. Chemical Geology 177: 341-349.","Muench, U. et al. (2000) Sea-floor hydrothermal mineralization from the Mt. Jourdanne, Southwest Indian Ridge. JAMSTEC J. Deep Sea Res. 16: 125-132, Nayak, B. and Halbach, P. (2005) Sequence of Hydrothermal Mineralization at Mount Jourdanne, Southwest Indian Ridge (SWIR), and its significance. Abstract S4-HP-20T, Workshop on Tectonic & Oceanic Processes along the Indian Ocean Ridge System, National Institute of Oceanography, India, 19 - 21 January 2005."
"665","SWIR, 63.9 E","","","active, inferred",NA,"",-27.851,63.923,"Indian","SWIR","high seas",2759,NA,"mid-ocean ridge",9.6,"Tao et al. (2009): ""An active hydrothermal field was found at 63.9°E (63.923°E, 27.851°S, 2,759m) west to Mt. Jourdanne.""","Tao et al. (2009): ""Large amount of alive faunas (anemone, crab, mussel and fish) was captured""","2009 DY115-20 Leg 7 (need reference to confirm activity)","Tao et al. (2009) New hydrothermal fields found along the SWIR during the Legs 5-7 of the Chinese DY115-20 Expedition. AGU Fall Meeting abstract #OS21A-1150.",""
"666","SWIR, Plume 5","","","active, inferred",NA,"",-27.917,64.45,"Indian","SWIR","high seas",4000,NA,"mid-ocean ridge",9.4,"Convincing evidence of active hydrothermal circulation on an ultra-slow ridge was first discovered in 1997 at several locations between 58.2° and 65.8°E on the Southwest Indian Ridge (SWIR) during a plume survey using optical sensors; failed to find active vent on Shinkai 6500 dive in 1998","","1997 plume only","(plume only) German et al., Nature 395, 490-493, 1998, Hydrothermal activity along the southwest Indian ridge.","Fujimoto et al., InterRidge News 8(1), 22-24, 1999, First submersible investigations of mid-ocean ridges in the Indian Ocean, SOHRIN et al. (1999) CTD observations to search for hydrothermal activity on the Southwest Indian Ridge and the Central Indian Ridge just north of the Rodriguez Triple Junction: the Yokosuka/Shinkai MODE'98 Leg 3 INDOYO cruise. JAMSTEC Journal of Deep Sea Research 15: 7-11."
"667","Tiancheng","SWIR, Plume 4","","active, confirmed",13,"",-27.967,63.55,"Indian","SWIR","high seas",3600,3400,"mid-ocean ridge",9.7,"Convincing evidence of active hydrothermal circulation on an ultra-slow ridge was first discovered in 1997 at several locations between 58.2° and 65.8°E on the Southwest Indian Ridge (SWIR) during a plume survey using optical sensors; this listing combines ""SWIR, 63.5 E"" from previous version of the database, which was listed at -27.9507, 63.5414; Tao et al. (2009): ""A hydrothermal field combined with ultramafic rocks was found at 63.5°E...CH4, Eh, H2S and temperature anomalies were detected. Massive sulfide, oxidized chimney and sediment were sampled. Serpentinized ultramafic rocks were recovered at a nearby site. This would be the first ultramafic-hosted hydrothermal system found at SWIR.""","see Zhou, Y. et al. (2018)","2014 HOV Jiaolong; 1997 plume only; 2009 DY115-20 Leg 7 plume and deposits;","(plume only) German et al., Nature 395, 490-493, 1998, Hydrothermal activity along the southwest Indian ridge., (plume and deposits) Tao et al. (2009) New hydrothermal fields found along the SWIR during the Legs 5-7 of the Chinese DY115-20 Expedition. AGU Fall Meeting abstract #OS21A-1150., Zhou, Y. et al. (2018) Characterization of vent fauna at three hydrothermal vent fields on the Southwest Indian Ridge: Implications for biogeography and interannual dynamics on ultraslow-spreading ridges. Deep Sea Research Part I: Oceanographic Research Papers 137: 1-12, https://doi.org/10.1016/j.dsr.2018.05.001.",""
"668","SWIR, Plume 3, Segment 16","","","active, inferred",NA,"",-30.85,59.383,"Indian","SWIR","high seas",3900,NA,"mid-ocean ridge",10.4,"Convincing evidence of active hydrothermal circulation on an ultra-slow ridge was first discovered in 1997 at several locations between 58.2° and 65.8°E on the Southwest Indian Ridge (SWIR) during a plume survey using optical sensors ","","1997 plume only","(plume only) German et al., Nature 395, 490-493, 1998, Hydrothermal activity along the southwest Indian ridge.","Sauter et al. (2002) TOBI sidescan sonar imagery of the very slow-spreading Southwest Indian Ridge: evidence for along-axis magma distribution. Earth and Planetary Science Letters 199: 81-95."
"669","SWIR, Plume 2, Segment 16","","","active, inferred",NA,"",-31.067,58.967,"Indian","SWIR","high seas",4200,NA,"mid-ocean ridge",10.6,"Convincing evidence of active hydrothermal circulation on an ultra-slow ridge was first discovered in 1997 at several locations between 58.2° and 65.8°E on the Southwest Indian Ridge (SWIR) during a plume survey using optical sensors; German et al. (1998): ""the strongest of the plumes identified during our survey: plume 2""; failed to find active vent on Shinkai 6500 dive in 1998","","1997 plume only","(plume only) German et al., Nature 395, 490-493, 1998, Hydrothermal activity along the southwest Indian ridge.","SOHRIN et al. (1999) CTD observations to search for hydrothermal activity on the Southwest Indian Ridge and the Central Indian Ridge just north of the Rodriguez Triple Junction: the Yokosuka/Shinkai MODE'98 Leg 3 INDOYO cruise. JAMSTEC Journal of Deep Sea Research 15: 7-11, Sauter et al. (2002) TOBI sidescan sonar imagery of the very slow-spreading Southwest Indian Ridge: evidence for along-axis magma distribution. Earth and Planetary Science Letters 199: 81-95."
"670","SWIR, Plume 1, Segment 17","","","active, inferred",NA,"",-31.183,58.5,"Indian","SWIR","high seas",3600,NA,"mid-ocean ridge",10.6,"Convincing evidence of active hydrothermal circulation on an ultra-slow ridge was first discovered in 1997 at several locations between 58.2° and 65.8°E on the Southwest Indian Ridge (SWIR) during a plume survey using optical sensors ","","1997 plume only","(plume only) German et al., Nature 395, 490-493, 1998, Hydrothermal activity along the southwest Indian ridge.","Sauter et al. (2002) TOBI sidescan sonar imagery of the very slow-spreading Southwest Indian Ridge: evidence for along-axis magma distribution. Earth and Planetary Science Letters 199: 81-95."
"671","SWIR, 53.2 E","","","active, inferred",NA,"",-36.101,53.255,"Indian","SWIR","high seas",2218,NA,"mid-ocean ridge",11.5,"Tao et al. (2009): ""Water column anomalies were observed and large amount of sponge, coral and anemone were captured""","Tao et al. (2009): ""... large amount of sponge, coral and anemone were captured""","2008 plume and dredge only","Tao et al. (2009) New hydrothermal fields found along the SWIR during the Legs 5-7 of the Chinese DY115-20 Expedition. AGU Fall Meeting abstract #OS21A-1150.",""
"672","SWIR, 51.7 E","","","active, inferred",NA,"",-37.466,51.732,"Indian","SWIR","high seas",1595,NA,"mid-ocean ridge",11.7,"Tao et al. (2009): ""Eh, Ch4 and turbidity anomalies were observed, while many alive fauna were also found. Massive sulfide and basalts were recovered, suggesting that this might be a large-scale hydrothermal field."", ""Two obvious water column anomalies were detected at 51.41°E, 37.43°S and 51.62°E, 37.44°S.""","Tao et al. (2009): ""... many alive fauna were also found.""","2008 plume and dredge only","Tao et al. (2009) New hydrothermal fields found along the SWIR during the Legs 5-7 of the Chinese DY115-20 Expedition. AGU Fall Meeting abstract #OS21A-1150.",""
"673","Landing Stage","","","active, inferred",NA,"",-37.5,51,"Indian","SWIR","high seas",2300,NA,"mid-ocean ridge",11.8,"depth rounded from Bird (2003) model step","","2014 leg 2 or 3 of the 30th Chinese Cruise","Tao, C. et al. (2014) Hydrothermal Activity on ultraslow Spreading Ridge: new hydrothermal fields found on the Southwest Indian ridge. AGU Fall Meeting abstract #OS53C-1061.",""
"674","SWIR, unnamed, Segment 26","","","active, inferred",NA,"",-37.608,50.8527,"Indian","SWIR","high seas",2800,1800,"mid-ocean ridge",11.8,"field is 15km long, in steps going down from east to west from 1800 m to 2800 m depth; Tao et al. (2009): ""This field extends about 15-km long in parallel to the ridge axis and locates at about 10-km off the ridge axis. Abundant different live and dead faunas were found. Many carbonate material and basalt samples were recovered. This new basalt-hosted carbonate field could represent a new category of ridge hydrothermal system""","","2008 dredge only DY115-20 Leg 6","Tao, C., pers. comm., 2009, Tao et al. (2009) New hydrothermal fields found along the SWIR during the Legs 5-7 of the Chinese DY115-20 Expedition. AGU Fall Meeting abstract #OS21A-1150.",""
"675","Duanqiao","SWIR, unnamed, Segment 27, SWIR 50 28'E","","active, inferred",NA,"",-37.6579,50.4671,"Indian","SWIR","high seas",1780,1720,"mid-ocean ridge",11.9,"two areas of sulfide deposits approx. 200 x 100 m and 300 x 200 m based on video surveys; Yang et al. (2017): ""Hydrothermal activity of Duanqiao probably started about 84.3 (+-0.5) kyrs ago and ceased about 0.737 (+-0.023) kyrs ago."", ""Four major episodes of hydrothermal activity... 68.9-84.3, 43.9-48.4, 25.3-34.8, and 0.7-17.3 kyrs.""","see Zhou, Y. et al. (2018) and Wang, J.et al. (2018) ","2008 video and TV-grab DY115-20 Leg 5; 2015 TV-grab DY125-34","Tao, C. et al. (2009) New hydrothermal fields found along the SWIR during the Legs 5-7 of the Chinese DY115-20 Expedition. AGU Fall Meeting abstract #OS21A-1150;","Yang, W., et al. (2017) 230Th/238U dating of hydrothermal sulfides from Duanqiao hydrothermal field, Southwest Indian Ridge. Marine Geophysical Research 38, 71-83, https://doi.org/10.1007/s11001-016-9279-y, Wang, J., Huang, D., Shi, X., Lin, R. and Niu, W., (2018) First record and a new species of Sericosura Fry & Hedgpeth, 1969 (Arthropoda: Pycnogonida: Ammotheidae) from a hydrothermal vent of Southwestern Indian Ridge. Zootaxa, 4420(1) 131-138, http://dx.doi.org/10.11646/zootaxa.4420.1.8, Zhou, Y. et al. (2018) Characterization of vent fauna at three hydrothermal vent fields on the Southwest Indian Ridge: Implications for biogeography and interannual dynamics on ultraslow-spreading ridges. Deep Sea Research Part I: Oceanographic Research Papers 137: 1-12, https://doi.org/10.1016/j.dsr.2018.05.001."
"676","Longqi","Dragon Horn Area, DHA, Dragon, SWIR Area A, 49.6 E hydrothermal field, SWIR, 49.65 E, SWIR","DFF1: Jabberwocky;, DFF5: Ryugu-jo;, DFF11: Tiamat;, DFF19: Knucker's Gaff;, DFF20: Fucanglong's Furnace, DFF2: Jiaolong's Palace","active, confirmed",379,"High",-37.7838,49.6494,"Indian","SWIR","high seas",2785,2755,"mid-ocean ridge",12.1,"first black smokers discovered on ultra-slow ridge; position from Chen et al. (2015): ""Longqi vent field (37°47.027′S, 49°38.963′E), Southwest Indian Ridge""; Tao et al. (2009): ""Three new hydrothermal vents were detected 400 m and 550 m north to the 49.65 E active field that was discovered in 2007""; Tao et al. (2014): ""Dragon Flag deposit (DFD)"", ""Dragon Horn Area (DHA)... located on the southern of segment 27 SWIR... belongs to the oceanic core complex (OCC)"", ""hydrothermal anomaly area, centered at 49.66 E，37.80 S with a range of several kms, is detected in the DHA. It is probably comprised of several hydrothermal fields and controlled by a NW fault"", ""Dragon Well West field (49.6 E, 37.8 S), Dragon Well East field (49.8 E, 37.8 S)""","Chen et al. (2015): ""RRS James Cook JC67 expedition in 2011 sampled the biota of the Longqi vent field... for the first time, revealing a previously unknown population of the ‘scaly-foot gastropod’""; List of macrofauna taxa in Zhou et al. (2018);","2007 towed video sled followed by AUV ABE; 2005 plume only","(plume only) Lin and Zhang (2006) The first collaborative China-international cruises to investigate mid-ocean ridge hydrothermal vents. InterRidge News 16: 33-34;, Tao et al. (2007) DISCOVERY OF THE FIRST ACTIVE HYDROTHERMAL VENT FIELD AT THE ULTRASLOW SPREADING SOUTHWEST INDIAN RIDGE: THE CHINESE DY115-19 CRUISE. InterRidge News 16: 25-26;, Tao, C. et al. (2007) First Discovery and Investigation of a High-Temperature Hydrothermal Vent Field on the Ultra-Slow Spreading Southwest Indian Ridge. Abstract #T52B-07, American Geophysical Union, Fall Meeting 2007;","Han, et al. (2009) Mineralogy, petrology and geochemistry of basalts from 49.6°E hydrothermal field, Southwest Indian Ridge. AGU Fall Meeting ID# OS13A-1192;, Tao et al. (2009) New hydrothermal fields found along the SWIR during the Legs 5-7 of the Chinese DY115-20 Expedition. AGU Fall Meeting abstract #OS21A-1150;, Tao, C. et al. (2014) Hydrothermal Activity on ultraslow Spreading Ridge: new hydrothermal fields found on the Southwest Indian ridge. AGU Fall Meeting abstract #OS53C-1061;, Chen, C. et al. (2015) The ‘scaly-foot gastropod’: a new genus and species of hydrothermal vent-endemic gastropod (Neomphalina: Peltospiridae) from the Indian Ocean. J. Mollus. Stud., doi: 10.1093/mollus/eyv013;, Zhou, Y. et al. (2018) Characterization of vent fauna at three hydrothermal vent fields on the Southwest Indian Ridge: Implications for biogeography and interannual dynamics on ultraslow-spreading ridges. Deep Sea Research Part I: Oceanographic Research Papers 137: 1-12, https://doi.org/10.1016/j.dsr.2018.05.001;"
"677","near Jade Emperor Mountain, on-axis","","","active, inferred",NA,"",-37.8666,49.2166,"Indian","SWIR","high seas",3000,NA,"mid-ocean ridge",12.1,"Han et al. (2010): plume survey revealed CH4 signal on-axis within 5-km of the inactive off-axis sampling site, R/V Dayangyihao Cruise DY115-21, Leg 7","","2010 plume only","Han, X., et al. (2010) Discovery of a Hydrothermal Sulfide Deposit on the Southwest Indian Ridge at 49.2°E. AGU Fall Meeting Abstract #OS21C-1531.",""
"678","Bai Causeway","","","active, inferred",NA,"",-37.9,48.8,"Indian","SWIR","high seas",3000,NA,"mid-ocean ridge",12.1,"depth rounded from Bird (2003) model step","","2014 leg 2 or 3 of the 30th Chinese Cruise","Tao, C. et al. (2014) Hydrothermal Activity on ultraslow Spreading Ridge: new hydrothermal fields found on the Southwest Indian ridge. AGU Fall Meeting abstract #OS53C-1061.",""
"679","Jade Emperor Mountain","","","inactive",NA,"NotApplicable",-37.94,49.26,"Indian","SWIR","high seas",1500,1400,"mid-ocean ridge",12.1,"Han et al. (2010): ""farthest west and the shallowest sulfide deposit yet reported at the SWIR"", ""sampling site is currently inactive, with no biota observed and no significant hydrothermal anomalies. The sulfide samples mainly consist of sphalerite, wurtzite, pyrite, chalcopyrite and secondary copper minerals"", R/V Dayangyihao Cruise DY115-21, Leg 7","","2010 video sled, plume survey, and geological sampling all suggest inactive"," Han, X., et al. (2010) Discovery of a Hydrothermal Sulfide Deposit on the Southwest Indian Ridge at 49.2°E. AGU Fall Meeting Abstract #OS21C-1531.",""
"680","Su Causeway","","","active, inferred",NA,"",-38.1,48.6,"Indian","SWIR","high seas",3000,NA,"mid-ocean ridge",12.2,"depth rounded from Bird (2003) model step; ","","2014 leg 2 or 3 of the 30th Chinese Cruise","Tao, C. et al. (2014) Hydrothermal Activity on ultraslow Spreading Ridge: new hydrothermal fields found on the Southwest Indian ridge. AGU Fall Meeting abstract #OS53C-1061.",""
"681","SWIR, D82","","","active, inferred",NA,"",-52.208,15.583,"Indian","SWIR","high seas",4100,NA,"mid-ocean ridge",13.6,"","","2000-2001 plume only","Baker et al., 2004, Geochem. Geophys. Geosyst, 5, Q08002, Hydrothermal venting in magma deserts: The ultraslow-spreading Gakkel and Southwest Indian Ridges, doi:10.1029/2004GC000712.",""
